"omsi1indian","omsi1western","gender","age","participant","Expertise","Interval","tensionrating","Group","musicianship","musicianshipW","musicianshipI","ExpertiseN"
"Music-loving nonmusician","Music-loving nonmusician","Male",29,"I1",2,"m2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",61,"I2",2,"m2",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I3",2,"m2",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I4",2,"m2",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I5",0,"m2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Nonmusician","Nonmusician","Male",22,"I6",1,"m2",1,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Male",25,"I7",1,"m2",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",25,"I8",2,"m2",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",26,"I9",1,"m2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",20,"I10",2,"m2",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I11",2,"m2",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",21,"I12",2,"m2",1,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I13",2,"m2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",25,"I14",2,"m2",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",29,"I15",1,"m2",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I16",1,"m2",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",24,"I17",1,"m2",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",31,"I18",2,"m2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",21,"I19",2,"m2",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",19,"I20",1,"m2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",26,"I21",0,"m2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Male",63,"I22",1,"m2",1,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",27,"I23",0,"m2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Female",25,"I24",2,"m2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",27,"I25",2,"m2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",27,"I26",2,"m2",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",29,"I1",2,"M2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",61,"I2",2,"M2",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I3",2,"M2",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I4",2,"M2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I5",0,"M2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Nonmusician","Nonmusician","Male",22,"I6",1,"M2",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Male",25,"I7",1,"M2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",25,"I8",2,"M2",1,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",26,"I9",1,"M2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",20,"I10",2,"M2",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I11",2,"M2",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",21,"I12",2,"M2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I13",2,"M2",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",25,"I14",2,"M2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",29,"I15",1,"M2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I16",1,"M2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",24,"I17",1,"M2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",31,"I18",2,"M2",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",21,"I19",2,"M2",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",19,"I20",1,"M2",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",26,"I21",0,"M2",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Male",63,"I22",1,"M2",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",27,"I23",0,"M2",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Female",25,"I24",2,"M2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",27,"I25",2,"M2",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",27,"I26",2,"M2",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",29,"I1",2,"m3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",61,"I2",2,"m3",1,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I3",2,"m3",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I4",2,"m3",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I5",0,"m3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Nonmusician","Nonmusician","Male",22,"I6",1,"m3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Male",25,"I7",1,"m3",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",25,"I8",2,"m3",1,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",26,"I9",1,"m3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",20,"I10",2,"m3",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I11",2,"m3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",21,"I12",2,"m3",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I13",2,"m3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",25,"I14",2,"m3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",29,"I15",1,"m3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I16",1,"m3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",24,"I17",1,"m3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",31,"I18",2,"m3",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",21,"I19",2,"m3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",19,"I20",1,"m3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",26,"I21",0,"m3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Male",63,"I22",1,"m3",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",27,"I23",0,"m3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Female",25,"I24",2,"m3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",27,"I25",2,"m3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",27,"I26",2,"m3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",29,"I1",2,"M3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",61,"I2",2,"M3",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I3",2,"M3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I4",2,"M3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I5",0,"M3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Nonmusician","Nonmusician","Male",22,"I6",1,"M3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Male",25,"I7",1,"M3",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",25,"I8",2,"M3",1,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",26,"I9",1,"M3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",20,"I10",2,"M3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I11",2,"M3",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",21,"I12",2,"M3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I13",2,"M3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",25,"I14",2,"M3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",29,"I15",1,"M3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I16",1,"M3",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",24,"I17",1,"M3",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",31,"I18",2,"M3",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",21,"I19",2,"M3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",19,"I20",1,"M3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",26,"I21",0,"M3",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Male",63,"I22",1,"M3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",27,"I23",0,"M3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Female",25,"I24",2,"M3",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",27,"I25",2,"M3",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",27,"I26",2,"M3",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",29,"I1",2,"P4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",61,"I2",2,"P4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I3",2,"P4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I4",2,"P4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I5",0,"P4",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Nonmusician","Nonmusician","Male",22,"I6",1,"P4",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Male",25,"I7",1,"P4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",25,"I8",2,"P4",1,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",26,"I9",1,"P4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",20,"I10",2,"P4",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I11",2,"P4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",21,"I12",2,"P4",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I13",2,"P4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",25,"I14",2,"P4",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",29,"I15",1,"P4",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I16",1,"P4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",24,"I17",1,"P4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",31,"I18",2,"P4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",21,"I19",2,"P4",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",19,"I20",1,"P4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",26,"I21",0,"P4",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Male",63,"I22",1,"P4",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",27,"I23",0,"P4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Female",25,"I24",2,"P4",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",27,"I25",2,"P4",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",27,"I26",2,"P4",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",29,"I1",2,"A4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",61,"I2",2,"A4",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I3",2,"A4",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I4",2,"A4",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I5",0,"A4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Nonmusician","Nonmusician","Male",22,"I6",1,"A4",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Male",25,"I7",1,"A4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",25,"I8",2,"A4",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",26,"I9",1,"A4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",20,"I10",2,"A4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I11",2,"A4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",21,"I12",2,"A4",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I13",2,"A4",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",25,"I14",2,"A4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",29,"I15",1,"A4",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I16",1,"A4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",24,"I17",1,"A4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",31,"I18",2,"A4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",21,"I19",2,"A4",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",19,"I20",1,"A4",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",26,"I21",0,"A4",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Male",63,"I22",1,"A4",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",27,"I23",0,"A4",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Female",25,"I24",2,"A4",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",27,"I25",2,"A4",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",27,"I26",2,"A4",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",29,"I1",2,"P5",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",61,"I2",2,"P5",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I3",2,"P5",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I4",2,"P5",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I5",0,"P5",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Nonmusician","Nonmusician","Male",22,"I6",1,"P5",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Male",25,"I7",1,"P5",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",25,"I8",2,"P5",1,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",26,"I9",1,"P5",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",20,"I10",2,"P5",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",18,"I11",2,"P5",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",21,"I12",2,"P5",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",25,"I13",2,"P5",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",25,"I14",2,"P5",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",29,"I15",1,"P5",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",23,"I16",1,"P5",7,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Nonmusician","Nonmusician","Female",24,"I17",1,"P5",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",31,"I18",2,"P5",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",21,"I19",2,"P5",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",19,"I20",1,"P5",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Male",26,"I21",0,"P5",3,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Male",63,"I22",1,"P5",4,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",8.33333333333333
"Music-loving nonmusician","Music-loving nonmusician","Female",27,"I23",0,"P5",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",0
"Music-loving nonmusician","Music-loving nonmusician","Female",25,"I24",2,"P5",6,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Female",27,"I25",2,"P5",2,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Nonmusician","Nonmusician","Male",27,"I26",2,"P5",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Male",29,"I1",2,"m6",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
"Music-loving nonmusician","Music-loving nonmusician","Female",61,"I2",2,"m6",5,"Indian - non-musicians","Non-Musician","Non-Musician","Non-Musician",16.6666666666667
